story_name,relative_path,culture,language,summary
EN_002_How_the_Raja's_Son_won_the_Princess_Labam,synthetic_datasets/generated_stories/IndianTales/EN_002_How_the_Raja's_Son_won_the_Princess_Labam_v3/gemini/EN_002_How_the_Raja's_Son_won_the_Princess_Labam_gen_02.txt,IndianTales,en,"A young prince, defying his mother's warning, ventures to the forbidden fourth side and encounters a parrot that guides him to Princess Labam. Through bravery and cleverness, he overcomes the king's impossible challenges with the help of allies like the Ant-Raja and Tiger, ultimately winning Princess Labam's hand and ruling their kingdom happily ever after."
EN_003_The Lambikin,synthetic_datasets/generated_stories/IndianTales/EN_003_The Lambikin_v3/gemini/EN_003_The Lambikin_gen_01.txt,IndianTales,en,"Wee wee Lambikin, a tiny lamb, embarks on a journey to visit his Granny, cleverly tricking predators like a Jackal, Vulture, Tiger, Wolf, Dog, and Eagle by promising to grow plump before returning. Granny helps him evade them by hiding him in a drum, which fools the animals with a song. However, the sly Jackal recognizes his voice, attacks the drum, and devours Lambikin, ending his adventure tragically."
EN_003_The Lambikin,synthetic_datasets/generated_stories/IndianTales/EN_003_The Lambikin_v3/gemini/EN_003_The Lambikin_gen_02.txt,IndianTales,en,"Wee wee Lambikin, a plump lamb seeking adventure, tricks various predators (a Jackal, Vulture, Tiger, Wolf, Dog, and Eagle) by promising to return plumper from his Granny's corn-bin. Granny helps him evade them by hiding him in a drum, but the cunning Jackal识破 the ruse, ultimately devouring him after outsmarting all others. The story highlights Lambikin's cleverness and the Jackal's triumph."
EN_004_Punchkin,synthetic_datasets/generated_stories/IndianTales/EN_004_Punchkin_v3/gemini/EN_004_Punchkin_gen_01.txt,IndianTales,en,"The seven princesses endure cruelty from their jealous stepmother, the Ranee, until their late mother's spirit intervenes with divine aid, saving them from starvation and eventual exile into the jungle. They marry noble princes, but the husbands are captured by the villainous Fakir Punchkin, who kidnaps the youngest princess, Balna. Balna's son embarks on a perilous quest, outwitting Punchkin by retrieving the parrot holding his soul, ultimately freeing his family and defeating the tyrant."
EN_004_Punchkin,synthetic_datasets/generated_stories/IndianTales/EN_004_Punchkin_v3/gemini/EN_004_Punchkin_gen_02.txt,IndianTales,en,"In a kingdom ruled by a cruel Ranee, seven princesses, especially gentle Balna, endure harsh mistreatment until their late mother's spirit provides sustenance through magical means. When the Raja abandons them in the jungle, they are rescued by princes, but the men are later captured by the evil Fakir Punchkin. Balna's son embarks on a perilous quest, aided by a wise gardener's wife and mystical eagles, to rescue his family by defeating Punchkin and freeing the princes, ultimately ending the villain's reign through a clever trick involving a magical parrot."
EN_005_The_Broken_Pot,synthetic_datasets/generated_stories/IndianTales/EN_005_The_Broken_Pot_v3/gemini/EN_005_The_Broken_Pot_gen_01.txt,IndianTales,en,"Svabhavakripana, a miserly man, hoards a small pot of rice, envisioning a future of wealth through calculated trades and acquisitions. His fantasies of prosperity and family life spiral into obsession, leading him to accidentally shatter the pot with a kick, destroying his meager resources. The tale warns against unrealistic dreams and the dangers of neglecting present realities, emphasizing the folly of chasing imagined riches over tangible action."
EN_005_The_Broken_Pot,synthetic_datasets/generated_stories/IndianTales/EN_005_The_Broken_Pot_v3/gemini/EN_005_The_Broken_Pot_gen_02.txt,IndianTales,en,"Svabhavakripana, a miserly Brahman, hoards a small amount of rice in a pot, imagining it will grow into vast wealth and power. His fantasies of becoming a merchant king and controlling his family lead him to impulsively kick the pot, shattering it and losing his rice. The tale warns against unrealistic ambitions and neglecting the present, as his greed and overreach destroy his meager possessions. The moral underscores the folly of building castles in the sky without grounding in reality."
EN_006_The_Magic_Fiddle,synthetic_datasets/generated_stories/IndianTales/EN_006_The_Magic_Fiddle_v3/gemini/EN_006_The_Magic_Fiddle_gen_01.txt,IndianTales,en,"The Seven Wives, consumed by envy of Bonga Girl's beauty and kindness, plot to drown her in a forbidden spirit pool, succeeding in her death. Her spirit reborn as a miraculous bamboo, which a Jogi crafts into a fiddle, later grants the Chief's Son the ability to commune with her, leading to their union. When the Seven Wives' treachery is revealed, they face judgment for their role in Bonga Girl's tragic fate."
EN_006_The_Magic_Fiddle,synthetic_datasets/generated_stories/IndianTales/EN_006_The_Magic_Fiddle_v3/gemini/EN_006_The_Magic_Fiddle_gen_02.txt,IndianTales,en,"In a jungle village, seven brothers' envious wives plot to sacrifice their radiant sister, the Bonga Girl, to the forest spirit Bonga, killing her and transforming her spirit into a magical bamboo. A Jogi crafts the bamboo into a fiddle, which is stolen by a Chief's family, awakening the Bonga Girl as a spectral maiden who marries the Chief's son. Years later, the brothers recognize her, confronting their guilt for her demise and the consequences of their wives' cruelty."
EN_007_The_Cruel_Crane_Outwitted,synthetic_datasets/generated_stories/IndianTales/EN_007_The_Cruel_Crane_Outwitted_v3/gemini/EN_007_The_Cruel_Crane_Outwitted_gen_01.txt,IndianTales,en,"In ancient India, a cunning Crane deceives desperate fish into trusting him to rescue them from a drying pond, only to devour them one by one. A wise Good Crab, suspecting the Crane's treachery, outsmarts him by feigning agreement to travel, then kills the Crane to save the remaining fish. The Bodisat concludes the tale, emphasizing that deceit and cruelty ultimately fail, while wisdom and courage triumph over treachery."
EN_007_The_Cruel_Crane_Outwitted,synthetic_datasets/generated_stories/IndianTales/EN_007_The_Cruel_Crane_Outwitted_v3/gemini/EN_007_The_Cruel_Crane_Outwitted_gen_02.txt,IndianTales,en,"In ancient Bharat, a deceitful Crane tricks desperate fish from a drying pond into trusting his promise of a safe haven, only to devour them one by one. The Good Crab, the sole skeptic, outwits the Crane by demanding to ride him, then kills the villain to save the remaining fish. The tale underscores the dangers of false promises and the power of vigilance and courage. The Bodisat concludes that wisdom lies in discernment and standing firm against treachery."
EN_008_The_Tiger_the_Brahman_and_the_Jackal,synthetic_datasets/generated_stories/IndianTales/EN_008_The_Tiger_the_Brahman_and_the_Jackal_v3/gemini/EN_008_The_Tiger_the_Brahman_and_the_Jackal_gen_01.txt,IndianTales,en,"A proud tiger, trapped in a snare, is freed by a compassionate Brahman who believes in his sincerity, only to be betrayed as the tiger attacks him. Seeking justice, the Brahman consults a Pipal Tree, a Buffalo, and the Road, all revealing humanity's ingratitude. A clever Jackal outsmarts the tiger by tricking him back into the trap, saving the Brahman's life through wit. The story underscores themes of deception, nature's instincts, and the irony of human expectations."
EN_008_The_Tiger_the_Brahman_and_the_Jackal,synthetic_datasets/generated_stories/IndianTales/EN_008_The_Tiger_the_Brahman_and_the_Jackal_v3/gemini/EN_008_The_Tiger_the_Brahman_and_the_Jackal_gen_02.txt,IndianTales,en,"A majestic tiger, trapped in a hunter's cage, is freed by a compassionate Brahman who believes his promises of gratitude. However, the tiger betrays him, prompting the Brahman to seek wisdom from nature, only to be outsmarted by a clever jackal who tricks the tiger back into the cage, teaching a lesson about untrustworthy promises and human ingratitude."
EN_009_Harisarman,synthetic_datasets/generated_stories/IndianTales/EN_009_Harisarman_v3/gemini/EN_009_Harisarman_gen_01.txt,IndianTales,en,"Harisarman, a poor man humiliated by the wealthy Sthuladatta, steals his horse and feigns divine insight to gain fame, later aiding the king by uncovering a royal theft with the help of a guilt-ridden palace servant. His deception culminates in a final test with a hidden frog, which he guesses correctly, securing his reputation as a sage and a high court position, though his lies ultimately outlive his initial motives."
EN_009_Harisarman,synthetic_datasets/generated_stories/IndianTales/EN_009_Harisarman_v3/gemini/EN_009_Harisarman_gen_02.txt,IndianTales,en,"Harisarman, a poor Brahmin overlooked in Pataliputra, steals a prized horse from the wealthy Sthuladatta to gain recognition, later falsely claiming divine insight to become a revered sage. When challenged by the king to reveal hidden treasures, he outsmarts the court by cryptically naming a frog in a jar, leveraging his childhood nickname to prove his ""clairvoyance."" His wit and a series of cosmic coincidences elevate him to royal favor, transforming him from a destitute scholar to a powerful advisor, symbolizing triumph over social injustice through cunning and fate."
EN_010_The_Talkative_Tortoise,synthetic_datasets/generated_stories/IndianTales/EN_010_The_Talkative_Tortoise_v3/gemini/EN_010_The_Talkative_Tortoise_gen_01.txt,IndianTales,en,"In the ancient city of Varanasi, King Brahma-datta’s excessive speech frustrated his wise adviser, the Bodisat, who later used a parable to warn him. The story of the Talkative Tortoise, who fell to his death after breaking a vow of silence while being carried by Hamsas, illustrated the peril of uncontrolled speech. The king, reflecting on the Tortoise’s fate, resolved to prioritize thoughtful silence over endless words, transforming into a wiser ruler. The tale underscores the dangers of unchecked talk and the value of measured communication."
EN_010_The_Talkative_Tortoise,synthetic_datasets/generated_stories/IndianTales/EN_010_The_Talkative_Tortoise_v3/gemini/EN_010_The_Talkative_Tortoise_gen_02.txt,IndianTales,en,"In the ancient kingdom of Varanasi, King Brahma-datta's endless speech hindered governance, prompting his adviser, the Future Buddha, to use a parable about a talkative tortoise carried by Hamsas. The Tortoise, warned to stay silent, faltered under villagers' mockery and fell to his death, teaching the king the dangers of uncontrolled speech. Inspired by the tale, the king embraced measured words, transforming into a wise ruler. The story underscores the peril of excessive talk and the value of mindful silence."
EN_011_The_Gold_giving_Serpent,synthetic_datasets/generated_stories/IndianTales/EN_011_The_Gold_giving_Serpent_v3/gemini/EN_011_The_Gold_giving_Serpent_gen_01.txt,IndianTales,en,"Haridatta, a devout Brahman farmer, discovers a serpent he believes is a guardian deity and offers milk daily, earning gold coins that transform his impoverished life. His greedy son, however, plots to kill the serpent for its supposed treasure, leading to the son's death and the serpent's tragic departure. The serpent, though defending itself, breaks their bond, leaving Haridatta with a final pearl and eternal exile from their sacred connection. The story underscores the clash between reverence and greed, and the irreversible consequences of betrayal."
EN_011_The_Gold_giving_Serpent,synthetic_datasets/generated_stories/IndianTales/EN_011_The_Gold_giving_Serpent_v3/gemini/EN_011_The_Gold_giving_Serpent_gen_02.txt,IndianTales,en,"Haridatta, a poor Brahman, offers milk to a cobra he believes is a deity, earning gold coins in return and lifting his family's fortunes. His greedy son, however, betrays the serpent by killing it, only to be fatally poisoned by its venom. The serpent leaves Haridatta a final pearl, condemning him to leave the field, as greed has irrevocably shattered their bond. The story underscores the consequences of avarice versus the purity of devotion."
EN_012_A_Lesson_for_Kings,synthetic_datasets/generated_stories/IndianTales/EN_012_A_Lesson_for_Kings_v3/gemini/EN_012_A_Lesson_for_Kings_gen_01.txt,IndianTales,en,"Prince Brahma-datta, destined to be the Future Buddha, rules a harmonious kingdom with wisdom and compassion, yet seeks genuine critique by journeying alone. During a chance encounter with King Mallika, their charioteers debate royal virtues, revealing Brahma-datta's compassionate justice as superior to Mallika's retributive righteousness, leading to Mallika's humbled acknowledgment of Brahma-datta's true virtue."
EN_012_A_Lesson_for_Kings,synthetic_datasets/generated_stories/IndianTales/EN_012_A_Lesson_for_Kings_v3/gemini/EN_012_A_Lesson_for_Kings_gen_02.txt,IndianTales,en,"In the peaceful kingdom of Benares, Prince Brahma-datta, destined to become the Future Buddha, ruled with unparalleled wisdom, eliminating disputes through compassion. Seeking genuine criticism, he ventured into the forest, where he encountered King Mallika of Kosala. Their chariot standoff led to a moral debate: Mallika praised retributive justice, while Brahma-datta's charioteer highlighted his compassionate righteousness, transforming hearts rather than punishing deeds. Humbled, Mallika yielded, recognizing the superior virtue of Brahma-datta's approach."
EN_013_Pride_goeth_before_a_Fall,synthetic_datasets/generated_stories/IndianTales/EN_013_Pride_goeth_before_a_Fall_v3/gemini/EN_013_Pride_goeth_before_a_Fall_gen_01.txt,IndianTales,en,"A caravan of eleven cloth merchants, led by the shrewd Clever Merchant, is robbed by the infamous Three Robbers, who force the traders to perform a humiliating dance. Using a cryptic trade song, the Clever Merchant subtly coordinates a coordinated attack, enabling the merchants to overpower the robbers and reclaim their stolen goods. Their triumph transforms them from victims to heroes, celebrated for their unity and ingenuity in overcoming tyranny. The story underscores the power of clever strategy and collective resolve against oppression."
EN_013_Pride_goeth_before_a_Fall,synthetic_datasets/generated_stories/IndianTales/EN_013_Pride_goeth_before_a_Fall_v3/gemini/EN_013_Pride_goeth_before_a_Fall_gen_02.txt,IndianTales,en,"A caravan of cloth merchants, led by the Clever Merchant, is ambushed by the boastful Three Robbers, who strip them of their goods and force them into a humiliating dance. Using a coded song, the Clever Merchant signals his fellow traders to attack, overpowering the robbers with coordinated bravery and reclaiming their stolen belongings. The merchants emerge victorious, celebrated as heroes for outwitting their oppressors and turning despair into triumph. Their tale becomes a cautionary reminder of humility and cunning."
EN_014_The_Ass_in_the_Lion's_Skin,synthetic_datasets/generated_stories/IndianTales/EN_014_The_Ass_in_the_Lion's_Skin_v3/gemini/EN_014_The_Ass_in_the_Lion's_Skin_gen_01.txt,IndianTales,en,"A cunning Hawker deceives villagers by disguising his ass as a lion to steal their crops, exploiting their fear. When the villagers finally confront the ""lion,"" the ass's bray exposes the trick, leading to its brutal punishment. The Hawker laments his failed scheme, revealing the folly of deception and the villagers' misplaced terror."
