story_name,text_file,v3_path,event_id,event_type,time_order,start,end,text
CH_002_牛郎织女,datasets/ChineseTales/texts/CH_002_牛郎织女.txt,datasets/ChineseTales/json_v3/CH_002_牛郎织女_v3.json,cdbee6a6-dc9b-4040-8ce9-1e48d382acb3,RECEIPT_OF_AGENT,10,1056,1212,"牛郎回到家里，和儿女们一样，插胸顿足，悲哀地号眺，爷儿三个哭做一团。老牛在牛圈里又第二次发出人声：""牛郎，牛郎，我快要死了，我死以后，你剥下我的皮来披在身上，就可以上天堂去。”
老牛说完话，便倒地死去，牛郎果然披了老牛的皮，仍旧挑着一对儿女，追上天去。为了使箩筐两头的重量均衡，他随意拿了个粪瓢来放在箩筐的一头。"
CH_002_牛郎织女,datasets/ChineseTales/texts/CH_002_牛郎织女.txt,datasets/ChineseTales/json_v3/CH_002_牛郎织女_v3.json,64e5afbc-b36a-4fda-a2ef-78bb6c13fa83,VILLAINY,11,1213,1412,"牛郎到了天上，风样地穿行在灿烂的群星之间，那银河，已经遥遥在望，隔河的织女，也仿佛可以看见。牛郎大喜过望，孩子们招着小手儿齐声欢呼：""妈妈！妈妈！"" 哪知道刚跑到银河，正想要涉河过去的时候，从更高的天空中忽然伸下来一只女人的大手————原来是王母娘娘着了急，拨下她头上的金營，沿着银河这么一划，清浅的银河马上变成波满滚滚的天河。
对着这天河，眼泪除了像天河里的水一样地满涌奔流，还有什么法子可想呢？"
CH_002_牛郎织女,datasets/ChineseTales/texts/CH_002_牛郎织女.txt,datasets/ChineseTales/json_v3/CH_002_牛郎织女_v3.json,1dcdf54d-0930-41fd-a1b4-b4c4d2113162,VICTORY,12,1549,1692,这坚强而执著的爱情，终于也稍稍感动了那威严的天帝和王母娘娘冷硬的心肠，允许他们每年七月七日的晚上相见一次，相见的时候，由喜鹤来替他们搭桥。夫妻俩就在鹤桥上相会，诉说衷情。织女见了牛郎，免不得悲哀哭泣，这时大地上往往就是一阵细雨纷纷，妇女们都忍不住带着同情和叹伤的口吻说：“姐姐又哭了！”
CH_002_牛郎织女,datasets/ChineseTales/texts/CH_002_牛郎织女.txt,datasets/ChineseTales/json_v3/CH_002_牛郎织女_v3.json,e9a8526d-44ac-4793-a415-c1d4a526fa3e,SOLUTION,13,1693,1959,"牛郎和他的儿女从此就住在天上，隔着一道天河，和爱妻织女遥遥相望，假如他们为相思所苦的时候，他们也自有巧妙的方法，传书递信，互通消息。
在秋夜天空的繁星中间，至今我们还可以看见有两颗较大的星，在那条白练样的天河两边，晶莹地闪烁着，那就是牵牛星和织女星。和牵牛星并列成直线的两颗小星，是他俩的小儿女。稍远地方有四颗像平行四边形的小星，据说就是织女投掷给牛郎的织布梭；距织女星不远有三颗小星，像等腰三角形，据说就是牛郎投掷给织女的牛拐子；他俩把书信缚在梭和牛拐子上，就用这种方法传达相思。————他们的爱情，真可算是海枯石烂，坚贞不移了。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,ea26428b-63bc-4f13-95a6-7fb8c40bdea2,RESCUE,4,1287,1517,万喜良在孟家花园池塘边一棵掠树下躲了些时侯，见没有什么动静，正想离开花园，登程上路。却见一个年轻美丽的姑娘————不用说就是孟姜女了————一手里拿着一把白团扇，从池塘那边走过来，边走边扑蝴蝶。一对黄蝴蝶，在半空中飞舞着，沿着池岸歪歪斜斜，忽闪忽闪地飞，姑娘追踪着蝴蝶一个劲儿地扑，扑呀扑地，一个不留神，忽然失足跌落在池子里了。在姑娘的惊呼求救声中，万喜良急忙从树后跑出，抓住姑娘的双手，连挽带拖，把姑娘拖到池边草地上，这时姑娘的大半个身子已经被泥水浸湿透了。
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,24e03b97-5899-4997-b8cb-93d9339ea99c,WEDDING,5,1518,1798,"孟员外闻声帯着夫人和使女赶来，见自己的女儿和一个陌生少年面对面站在池边草地上，少年还紧拉住女儿的双手不放，女儿则半身湿透，通红着脸，样子很尴尬。一问情由，才知道少年名叫万喜良，因躲避拉夫逃进花园，偶然救了失足落水的女儿的性命。女儿遇救当然是好事，可是“男女授受不亲”，这是自古相传下来的礼节呀，如今破坏了这礼节，怎么是好呢？看来只有招赘这个逃亡人做自己的女婿，才能解决这个难题了。
他便把这番心意向万喜良和女儿说明。这一对年貌相当的少年男女，在这一场奇遇中，早已经一见倾心，互相爱慕了，自然没有话说。于是当天晚上，孟员外就盼咐张灯结彩，给这一对新人举行了婚礼。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,428f4443-29ff-4369-bf5c-f4db0c30c76c,VILLAINY,6,1799,2043,"哪知结婚还不到三天，不幸万喜良逃避在孟家庄的消息传了出去。那天早晨，一对新人刚起床，孟姜女正在对镜梳妆的时侯，外面忽然来了如狼似虎的公差，手执绳索和锁链，声称要捉拿逃亡的罪犯万喜良。公差们到处搜寻了一遍没寻着，却在柴房里一堆索索抖动的柴禾里寻着了。于是不由分说，将他绳捆索绑，又拿铁链锁起来，好像一只肉馄炖。万喜良只得和新婚的妻子惨痛分别, 说自己此去定然凶多吉少，劝她另行择配，不要耽误青春。孟姜女眼见秦始皇虐待人民的暴行，心痛亲爱的丈夫无辜遭祸，肝肠寸断，心如刀绞，哭得像个泪人似的。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,00623686-66b6-45e6-824f-0fa8a8bf7889,DEPARTURE,8,2235,2292,"孟姜女于是把给丈夫做的寒衣和几件随身换洗的衣服打做一个小包袱，又带了一把雨伞, 一并杠在肩上，辞别爹妈，登程上路。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,ef4e8f0b-1b02-4bc0-8024-f55b931b5730,BEGINNING_COUNTERACTION,9,2293,2477,"她走了许多时候，有一天，来到一条大河前面，只见河里波浪滔滔，既无桥梁，又无渡船，这怎么过得去呢？她就坐在河岸边伤心地哭泣，一边哭一边拿手掌拍打河岸。说也奇怪，那滔滔滚滚的河水，就随着她手掌的每一拍打,一寸一寸浅了下去，终于完全干洞。孟姜女就从干润的河床横穿过去，到达了对岸。像这一类的艰难辛苦，一路上孟姜女不知经历了多少，后来总是会出现奇迹，使她每一次都能平安地渡过。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,8ad82eb9-12aa-4a72-8007-fdd48c5cd4bf,GUIDANCE,10,2478,2849,"一路行来，渐渐临近长城地面了，孟姜女心里充满着焦灼和不安，不知道丈夫是生是死，或存或亡。长城地面这么宽广，更不知丈夫在哪个方向。正踌躇
间，只见路旁田野里忽然飞来一对小乌鸦，绕着孟姜女飞，不住""哇哇哇"" 地叫。
孟姜女觉得奇怪，便说：""乌鸦，你莫不是来替我引路的么？""一对乌鸦好像懂得人意，便""哇哇"" 地叫着，朝前直飞，飞了一程又一程。孟姜女就跟着这一对小乌鸦，赶了二三十里路的光景。看着天色晚了，忽然从树林里飞起来一大群乌鸦，把两只小乌鸦团团围困在核心。孟姜女仰头一看，心想：“坏了，小乌鸦一定冲不出来了！” 哪知道两只小乌鸦在乌鸦阵里盘旋挣扎了一会儿，冲出了群鸦的包围，斜刺里像箭似的窜下来，落在附近一株华表木上。群鸦在空中乱噪了一阵，也就各自飞散了。华表木上的小乌鸦又带着孟姜女飞了一程，到达一处小小的村庄，两只乌鸦才突然飞得不知去向。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,0eace64f-3fcf-4f61-b167-6c67a777d956,GUIDANCE,11,2850,2959,"孟姜女到村庄东头一户人家叩门借宿。出来一位老翁，自称是塞翁,在这边境上住了多年了，长城就在前面不远。为修这长城，累死病死的民夫不计其数，尸骨都填筑在长城当中。孟姜女听了老翁的话，暗自心惊，借宿一宵，就拜别老翁重登程途。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,735d048e-504f-47c8-9060-a0c335fa59c4,VILLAINY,12,3091,3291,"孟姜女在民夫当中寻找了一遍，并没有见到丈夫的踪影。只得去问工头。工头回答说：""你问万喜良么？是有这么个万喜良。他是苏州的逃犯，捉回来本当立刻处死，拿尸首去填城的，只因为死的人已经不止一万个，都拿去填了城了，一时用不着他，仍旧让他在这儿干活。都怪他自己身子单薄，吃不消，几个月以前得下重病，后来便呜呼哀哉, 也填进这城墙去了。""
孟姜女听了工头这番话，只觉得眼前天昏地黑，一下子就倒在地上，不省人事了。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,15f5c6c3-ed52-4047-ab8b-b98c2d7a616f,EXPOSURE,13,3292,3677,"在众人的救治下，过了好一会儿，她才悠悠忽忽地苏醒转来。一见眼前这座铁镑般的冷酷无情的长城，想起丈夫的尸骨就填在这城中，永生永世再也没
法见面了；又想起千千万万的青壮年男子，也已经或将要遭受和丈夫相同的命运，世间不知道有多少寡妇孤儿，还在痴心妄想地盼念着他们的亲人；而这些搬砖头、运石块的男人，现在虽然还在搬着，运着 ，也不过鼻孔里多一口气罢了，摆在他们面前的还不是死路一条。想着这些，孟姜女就心里酸痛，不觉放声悲号起来，眼旧像泉水般盈眶而出。她愈哭愈是伤心，只哭得天愁地惨，云昏雾瞑，日月无光，四野里卷起黄漫漫的风沙。人人听了这哭声，也都忍不住悲伤得纷纷流泪。
孟姜女守在长城边上哭她的丈夫，也不知道哭了多少时候，哭着哭着，猛听得山摇地动般地“哗啦”一声巨响，那雄壮魏蛾的长城，一下子就崩了四十里。等迷漫的尘雾散尽，便看见无数具森森的白骨，暴露在城脚下的泥土和石块中间。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,f7d6957a-a672-4706-b314-340bace74377,RECOGNITION,14,3677,3867,"孟姜女忍住眼泪，一一去察看这些尸骨，但见每一具都这么相似，不知哪一具才是丈夫的尸骨。她便用嘴使劲咬破自己的指头，把血滴在累累的白骨上。心里暗中祝祷：若是丈夫的尸骨，血就浸进骨头；若不是丈夫的尸骨，血就流向四方。滴了十来具，血都流向四方；忽然滴到一具, 血一直浸入到骨头里。
再滴再试，都是如此，这是丈夫的尸骨肯定无疑了。孟姜女找着了丈夫的尸骨，免不得怀抱着它，又伤心地痛哭了一场。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,613041ee-1096-4ec1-bdc8-adf4e716cbc6,RECONNAISSANCE,15,3868,4037,"正打开包袱单，把丈夫的骨殖收拾好，准备带着它回家乡去埋葬，忽然听得一片鼓乐声响————原来是秦始皇的塞驾到了。秦始皇坐在一部张着黄罗伞的马车上，由仪从侍卫族拥着，出来巡看长城的工程进行得究竟怎样。巡看到这一带地方，却见长城崩塌了四十里，不由非常霞怒。一问崩塌的情由，说是给一个寻找丈夫的女子哭崩的。秦始皇不相信, 传令速命哭城的女子来见。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,aa9df0a0-0181-4edf-a2d4-5a987f837a6a,PURSUIT,16,4038,4356,"孟姜女被带到秦始皇跟前，她超群出众的美貌登时夺去了昏王的魂魄。秦始皇心想，我虽然有三宫六院，难及这女子的万分之一。他下但不恼怒了，反而转怒为喜，诞着一付老脸笑嘻嘻地问孟姜女：“这长城可是你哭倒的？” 孟姜女理直气壮地说：“是我哭倒的，又怎样？” 秦始皇说：""你可知道哭倒长城罪名不轻啊？"" 孟姜女说：“你这个无道的昏王，为修这长城，不知道多少无辜的人民被你害死！你害死了他们还不算，还将他们的尸骨填在城下，使他们父子夫妻永生永世再也不能相见，难道这样的罪名还轻吗？” 秦始皇见她不但貌美，而且多才善辨，心里更是欢喜，便向她说：“我看你才貌出众，也不追究你哭倒长城的罪过了，如今我倒想带你回去，封你做昭阳宫里的皇妃娘娘，不知你意下如何？”"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,cc0309f6-f040-43a3-8468-f05eaea5105f,STRUGGLE,17,4357,4935,"孟姜女一见秦始皇早已怒气填膺，恨不得把这个残虐万民的昏王碎尸万段，哪里还容受得了这样的侮辱？她红涨着面皮，正待发作，忽又转念一想：在昏王的暴虐淫威之下，是不能和他硬碰的，硬碰反倒会招来更大的侮辱。不如好好地戏弄他一番，然后从容就义，怀着无瑕的清白去见自己的丈夫。这么想着，孟姜女就抑下怒气，强作欢容地向秦始皇说：“我是可以答应你的，不过要依我三件事情。” 秦始皇一听这话, 不由心花怒放，连说：""快说，快说！不用说三件事，就是三十件我也依得。” 孟姜女想了想，慢慢地说：“第一件，我要你在长城外面鸭绿江上造一座长桥，这桥要造得和天上的飞虹那样的壮观和美丽。” 秦始皇说：“依得, 依得。快说第二件。” 孟姜女说：“第二件，我要你在长城的那面，造一座方墩墩的坟，这坟要十里长，十里宽，来埋葬我丈夫的尸骨。” 秦始皇心里暗想：“好大的坟啊！” 嘴里却说：“好 ，好 ，也依你。再说第三件。” 孟姜女说：
“第三件呀，我要你披麻戴孝去祭奠我丈夫的坟墓，因为他是被你害死的。又还有 ，我要满朝文武都去哭祭我的丈夫。” 这可把秦始皇难住了：要满朝文武都去哭祭都好办，当皇帝的怎么去祭奠一个民夫呢？那岂不是做了他的儿子吗？若是不依呢，分明一场好事眼看就吹了。没有法子，看在美人的份儿上，只得权且做一回儿子。于是秦始皇说：“好吧, 三件事情我都依你。” 便盼咐摆驾回宫。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,37a7d01c-85e8-45cb-b7cf-6b984eb4dffb,SOLUTION,18,4936,5500,"造桥和修坟的工程很快，不到三个月，己经完工。秦始皇果然披麻戴孝，带着满朝文武，前去祭奠万喜良的坟墓。出了长城, 就是鸭绿江。只见鸭绿江的江水滚滚滔滔，中间架座白石栏杆的长桥，真好像是飞虹亘天。秦始皇带着文武百官过了长桥，就看见那十里长、十里宽的大坟，四周遍栽松树，各样的祭棚、拜棚等一应设备齐全。孟姜女这时也全身穿着孝服跪在祭棚里面陪着众人举行祭礼。
秦始皇率领着文武百官，在灵堂前跪祭之后，便脱去孝服，回过头来对孟姜女说：“如今我三件事情都依了你，我们回宫成亲吧。” 孟姜女一言不发，站起身来，朝祭棚外面便走。秦始皇问：“哪里去？” 孟姜女更不答话，率性放开步子跑起来。她跑呀跑的一直跑上了长桥，然后站在桥上 ，怒冲冲地指着秦始皇骂道：“你这昏王，真是瞎了你的眼睛！你以为我会贪图富责，就出卖我的丈夫？你错想了！我绝不会干出这种无耻的事情来的。无耻的事情，只有你们这般高高在上的衣冠禽兽才干得出来。你修长城为的是要挡住番兵，保你的江山，可是有什么用呢？那些被你填在城下的死人你却挡不住，他们的怨气一旦和活人的怨气连结起来，就可以不费吹灰之力夺去你的江山。昏王呀，你不要摆你的威风，你的江山坐不长了！” 孟姜女说罢，就毅然拿罗裙往脸上一蒙，从高高的长桥上纵身一跳，跳进了江心，浪花一溅，只见碧绿的波涛滚滚，再也见不到半点人影了。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,947e61be-73b5-40d5-bffa-6e65556a0b69,PUNISHMENT,19,5501,5582,秦始皇被吓得惊怔在长桥下面，等他回过神来，才派了许多善于泅水的汉子去捞救孟姜女，打捞了多时始終无影无踪。秦始皇只得面带羞愧，无精打采地安排蛮驾离开长城，回宫去了。
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,b6f08e5d-859e-4309-abba-60a07484cc3f,TRANSFIGURATION,20,5583,5646,据说，跳进江里去的孟姜女，她并没有死，她的身子悠悠忽忽地一直飘落到了龙宫，被龙王殷勤地接待着，后来送她到天上，成了天上的仙女。
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,9b86472e-3e87-4555-a0f1-58540deb9edf,VILLAINY,1,0,600,"秦始皇派遣卢教到东海去访求神仙，卢教去了大半年，带回来一卷仙书。书上写的是弯弯扭扭的蝌蚪文字，满朝文武都不认识。挣大了眼睛仔细辨认，约略认得五个字：""亡秦者胡也。"" ————秦始皇大吃一惊：什么，我的江山会葬送在北方胡人的手里？这还了得！该好好地防备着他们才是。————可怜的秦始皇，他却没有料到仙书所说的“胡”，原是指自己的儿子胡亥，后来胡亥做了皇帝，荒淫无道，果然把大好的江山葬送掉了。这是题外话，略过不提。
且说秦始皇为了防备胡人的侵略，就下道圣旨，征发八十万民夫到北方去修筑一道万里长城。修长城需要很多石头，不知他从哪里弄来了赶山神鞭，拿着鞭子望空一抖，天下的石头都自动地跑来，聚集在长城脚下。石头有了，马上就得动手开工。
那时有这么一种说法：要使新修的长城永远坚固，就得拿活人去填城。督率修城的大小官员都相信这种说法，决计要拿活人去填城，每一里要一个活人去填，一万里就得要一万人。
消息一传出，人人胆怕，个个心惊，都怕被活埋在长城下面。到处闹哄哄的，充满着动礼不安的景象。官员们一见这光景，也都暗中着慌。正在这时，不知从哪里传出了两句童遥：
苏州有个万喜良，
一人能抵万民亡。
这童遥传出不久，像生了翅膀长了足似的，一传十，十传百，到处都传开了，官长们也听到了这两句童遥。他们心里想，旣然苏州万喜良有这么大的功效，就到苏州去捉拿他来填城，倒省得许多麻烦。大家商议已定，便派差官去捉拿万喜良。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,7af49b50-2903-40cc-a2db-fd59b6854722,ABSENTATION,7,2044,2234,"万喜良被抓去以后，贬眼就是半年多，一直杳无音讯。十月初，北风起了，刮得河岸边芦花飘飘荡荡，人们也开始感到了寒冷。有天晚上，孟姜女做了个梦，梦见丈夫从外面回来，一进门就喊：""天哪！冻死我了！"" 醒来回想梦境，不禁十分凄惶。幸喜她老早就为丈夫做好了一件寒衣，要亲自给他送去，只因员外夫妇再三劝阻，一时没能够成行。这回又苦苦地向爹妈恳求，员外夫妇见女儿志向坚决，无可奈何，只得应允了她。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,55384b2a-47e9-4ebe-bc08-87d847c9f9ed,VILLAINY,2,601,887,"童遥也许是瞎编出来的，不料苏州果真有个文弱书生叫万喜良。差官还没赶到苏州，童遥已经先传到苏州了。万喜良听了童遥，吓得魂不附体，赶紧收拾点简单行李，打做个小包袱，背上它，辞别爹娘，到远方避难去了。
他在路上餐风饮露，走了非止一天。这一天，来到松江府地面，只听见路上的人沸沸扬扬地传说，秦始皇修万里长城，捉拿“一人能抵万民亡”的万喜良没捉住，民夫们害怕大祸响头，逃跑了许多，现在又在别处拉夫，来补充逃亡的民夫了。
万喜良一听这话，心里正发慌，又见大路远方烟尘滚滚，好像差官正骑马出来捉人的光景，更使他发慌不已。幸喜路旁有一所庄院，他就赶紧沿着短墙爬了进去, 躲在庄院的花园里。"
CH_003_孟姜女哭长城,datasets/ChineseTales/texts/CH_003_孟姜女哭长城.txt,datasets/ChineseTales/json_v3/CH_003_孟姜女哭长城_v3.json,5a7bbfef-984e-4ee6-86c2-08e2e670203a,BRANDING,3,888,1286,"这所庄园，原来是孟员外的庄院。孟员外夫妇年将半百，没儿没女，单有一个养女，名叫孟姜女，员外夫妇都非常宠爱。
提起孟姜女的来历，却很稀奇。
有一年，孟家的家人孟兴在院墙角栽了一棵冬瓜，瓜蔓沿着短墙爬过去，一直爬到隔壁姜婆的房顶上，就在那里结了一个大冬瓜。孟兴说这冬瓜是他的，因为是他栽的；姜婆说这冬瓜是她的，因为分明在她的房顶上。两个人为争冬瓜，吵嚷了半天。后来終于商议定：拿刀子将冬瓜剖成两半，两个人各要半边。孟兴正拿刀去剖冬瓜，冬瓜里忽然传出婴孩的哭声，一时把孟兴和姜婆都吓慌了。孟兴是男人，胆子大, 到底还是拿刀小心翼翼地剖开了瓜，却见瓜里躺着个白胖胖的眉清目秀的女孩。两人都想要这女孩，可是女孩却不能像冬瓜那样地分剖。正好孟员外没儿没女，就收女孩做了养女。姜婆则留在孟府，由孟员外供给伙食，养老送終。因为女孩是出自孟姜两姓，就取名叫做孟姜女，现在已经长成为一个十七八岁的聪明美丽的大姑娘了。"
