story_name	text_file	summary
CH_028_侠女	datasets/ChineseTales/texts/CH_028_侠女.txt	Gu Sheng, a poor yet talented man unable to marry due to his mother's care, forms a bond with a mysterious, serious young woman next door, later revealed to be a fox spirit. She helps him by secretly bearing his child after her mother's death, fulfilling her duty to repay his kindness. After leaving, her son thrives, while Gu Sheng's life ends tragically, underscoring the tale's moral about the necessity of a female warrior before a male lover.
CH_198_董永与七仙女	datasets/ChineseTales/texts/CH_198_董永与七仙女.txt	The story follows the youngest of the Seven Fairy Sisters, who descends to Earth and marries the filial servant Douyong after weaving a miraculous cloud silk to save their lives. Their brief happiness is shattered when heaven discovers her absence, forcing her to return to the celestial realm and leave Douyong behind, with their unborn child and a heart-wrenching farewell under the now-silent old槐树. The tale ends in tragic separation, echoing the myth of the Cowherd and Weaver Girl.
CH_301_神犬盘瓠	datasets/ChineseTales/texts/CH_301_神犬盘瓠.txt	During the reign of King Gaoxin, a golden worm curing the queen's ear pain transforms into a dog named Panhu, who later beheads the rebel Fang Wang to save the kingdom. After refusing food and transforming into a human with a dog head, Panhu marries the princess, and their descendants found four surnames—Pan, Lan, Lei, and Zhong—becoming the ancestors of a nation. The story highlights Panhu's loyalty, transformation, and the origins of a royal lineage.
EN_001_ Cinderella	datasets/EnglishTales/texts/EN_001_ Cinderella.txt	A poor stepdaughter, Cinderella, is mistreated by her cruel stepfamily but remains pious, aided by her late mother's grave and a magical bird. She attends a royal ball with help from the bird, wins the prince's heart, and outsmarts her stepsisters in a shoe test, ultimately marrying the prince while her wicked family is punished for their cruelty.
EN_001_The_Lion_and_the_Crane	datasets/IndianTales/texts/EN_001_The_Lion_and_the_Crane.txt	The Bodhisatta, as a white crane, saves a lion's life by removing a bone stuck in its throat, but the ungrateful lion fails to reciprocate. The crane departs, warning that true friendship requires mutual respect, not one-sided service. The Buddha later reveals the lion was Devadatta and the crane was himself, illustrating the futility of expecting gratitude from the unkind.
EN_002_How_the_Raja's_Son_won_the_Princess_Labam	datasets/IndianTales/texts/EN_002_How_the_Raja's_Son_won_the_Princess_Labam.txt	The prince defies his mother's warning to avoid the fourth side of his kingdom, embarking on a journey where he encounters magical creatures and objects—like a talking parrot, a tiger, and enchanted items—that aid him. After overcoming the king's deadly trials, including crushing mustard seeds, defeating demons, and cutting a tree trunk, he wins Princess Labam's hand in marriage, uniting their realms and living happily with her.
EN_003_The Lambikin	datasets/IndianTales/texts/EN_003_The Lambikin.txt	Lambikin, a playful lamb, evades predators by claiming he's heading to Granny's to grow fat, tricking them into letting him pass. After gaining weight in a corn-bin, he tricks Granny into making a drumikin from his brother's skin to disguise himself. Though he deceives animals into believing he's dead, the Jackal ultimately recognizes his voice, tears open the drumikin, and devours him.
EN_004_Punchkin	datasets/IndianTales/texts/EN_004_Punchkin.txt	The story follows a Raja's seven clever daughters, particularly the youngest, Balna, who warns against a widow's deceitful schemes. After the stepmother poisons their meals and imprisons them, Balna's son embarks on a quest to rescue his family, defeating a magician by outwitting him and freeing his father, uncles, and Balna. The tale concludes with the family reunited and living happily, overcoming the stepmother's cruelty and magical curses.
EN_005_The_Broken_Pot	datasets/IndianTales/texts/EN_005_The_Broken_Pot.txt	A miserly Brahman named Svabhavakripana devises an elaborate plan to amass wealth through livestock and property, envisioning a future filled with riches and family. However, his obsessive focus on this scheme leads him to accidentally kick a pot of rice, spilling it and drenching himself, symbolizing the folly of impractical future planning. The story concludes with a moral warning that foolish aspirations can result in ruin, as exemplified by his white, rice-covered state.
EN_006_The_Magic_Fiddle	datasets/IndianTales/texts/EN_006_The_Magic_Fiddle.txt	The story follows seven brothers and their sister, who is unjustly persecuted by her嫂s for being the family cook. After being drowned by a vengeful Bonga, she is transformed into a bamboo, which a Jogi turns into a fiddle. The instrument's haunting music wins the heart of a chief's son, leading to a union between the Bonga girl and the chief, while her brothers ultimately confront her and learn of her plight, ending in poetic revenge.
EN_007_The_Cruel_Crane_Outwitted	datasets/IndianTales/texts/EN_007_The_Cruel_Crane_Outwitted.txt	The crane tricks a group of fish into following him to a lush pond, where he eats them all, leaving only a crab. The crab outwits the crane by threatening to kill him, leading to the crane's demise. The story concludes with the Genius of the tree praising the crab's cunning over the crane's deceit, highlighting the moral that cleverness in deceit does not guarantee success.
EN_008_The_Tiger_the_Brahman_and_the_Jackal	datasets/IndianTales/texts/EN_008_The_Tiger_the_Brahman_and_the_Jackal.txt	A tiger, trapped in a cage, begs a Brahman to free him, promising servitude, but after escaping, he attacks the Brahman. The Brahman seeks wisdom from a tree, buffalo, and road, all of which reject his plea. When a jackal fails to grasp the situation, the tiger grows frustrated, and the jackal cleverly traps him again, leaving the Brahman unharmed. The story highlights themes of betrayal, misplaced trust, and the futility of seeking justice from indifferent entities.
EN_009_Harisarman	datasets/IndianTales/texts/EN_009_Harisarman.txt	"Harisarman, a poor and foolish Brahman, gains respect by falsely claiming magical knowledge, tricking Sthuladatta to recover a stolen horse. When accused of theft, he pretends to divine the treasure's location, leading to his reward. Later, using his childhood nickname ""Froggie,"" he outwits a king's test, securing further riches despite his deceit. The story highlights his cunning and the irony of his success through pretended wisdom."
EN_010_The_Talkative_Tortoise	datasets/IndianTales/texts/EN_010_The_Talkative_Tortoise.txt	The future Buddha, seeking to cure a talkative king, uses a parable of a tortoise who, unable to hold his tongue, falls to his death while being carried by wild ducks. The story illustrates the dangers of excessive speech, as the king realizes his own behavior is mirrored in the tortoise's fate. The Buddha advises the king to speak sparingly, leading him to adopt a more measured approach. The tale underscores the consequences of unchecked chatter through a symbolic narrative.
EN_011_The_Gold_giving_Serpent	datasets/IndianTales/texts/EN_011_The_Gold_giving_Serpent.txt	A poor Brahman, Haridatta, offers milk to a snake he believes is his field's guardian, earning gold daily. His son, driven by greed, kills the snake, leading to his own death. Upon returning, Haridatta is confronted by the serpent, which condemns his son's actions and gifts him a pearl before vanishing, warning him never to return. The story highlights greed's consequences and the clash between devotion and selfishness.
EN_012_A_Lesson_for_Kings	datasets/IndianTales/texts/EN_012_A_Lesson_for_Kings.txt	Prince Brahma-datta, a just ruler of Benares, ruled with unparalleled fairness, leading to a court free of litigation. Seeking self-improvement, he searched for faults but found none, as did King Mallika of Kosala, who also ruled righteously. Their encounter in a narrow path revealed their equal virtue, prompting mutual respect and allowing Brahma-datta to proceed, symbolizing the triumph of justice over ego.
EN_013_Pride_goeth_before_a_Fall	datasets/IndianTales/texts/EN_013_Pride_goeth_before_a_Fall.txt	"Ten cloth merchants are robbed by three bandits in a forest and forced to dance. One clever merchant uses a coded song, employing trade terms (""enty"" = ten, ""erith"" = three, ""eno"" = one), to signal his companions to attack the robbers in groups of three. The merchants outwit and bind the thieves, reclaiming their belongings and weapons, then return home to share their triumph."
EN_014_The_Ass_in_the_Lion's_Skin	datasets/IndianTales/texts/EN_014_The_Ass_in_the_Lion's_Skin.txt	In ancient Benares, the future Buddha, born into a peasant family, witnessed a hawker trick villagers into mistaking an ass dressed in a lion's skin for a dangerous beast. When the villagers attack the ass upon discovering its true identity, the Buddha delivers a verse condemning its false bravado, leading to the ass's death. The story critiques deception and the consequences of misplaced fear, highlighting the Buddha's wisdom and the folly of the villagers.
EN_015_The_Farmer_and_the_Money_lender	datasets/IndianTales/texts/EN_015_The_Farmer_and_the_Money_lender.txt	A farmer, oppressed by a cunning money-lender, journeys to find Ram, who gifts him a magical conch to grant wishes. The money-lender steals the conch, demanding half the farmer's gains, leading to a bitter compromise. When drought strikes, the farmer uses the conch to create wells, but the money-lender gains double, driving him to a desperate act: blinding himself to outwit the lender, who drowns in the resulting chaos. The tale ends with the farmer's victory, albeit at the cost of his eye.
EN_016_The_Prince_and_the_Fakir	datasets/IndianTales/texts/EN_016_The_Prince_and_the_Fakir.txt	A childless King lies at a crossroads seeking redemption, meeting a Fakir who offers him two sons in exchange for a sweetmeat. The King hides his sons, but when the Fakir returns, the King deceitfully presents slave-boys instead. A test with ants reveals the true sons, leading to the Fakir's demise and the King's son freeing imprisoned creatures. The prince, revealed as the Fakir, marries the King's daughter and inherits the kingdom, fulfilling his destiny.
EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner	datasets/IndianTales/texts/EN_017_How_Sun_Moon_and_Wind_went_out_to_Dinner.txt	The story follows Sun, Moon, and Wind, who dine with their uncle and aunts, neglecting their mother, Star. Greedy Sun and Wind consume all the food, while Moon secretly saves portions for her mother. Upon returning, Moon reveals her saved meal, leading Star to curse Sun and Wind for their selfishness, making them harsh and hated, while blessing Moon for her kindness, ensuring her gentle light. The tale explains why the Sun is scorching, the Wind is harsh, and the Moon remains cool and beloved.
EN_018_How_the_Wicked_Sons_were_Duped	datasets/IndianTales/texts/EN_018_How_the_Wicked_Sons_were_Duped.txt	"An elderly man, mistreated by his greedy sons after inheriting his wealth, seeks help from a friend. The friend tricks the sons into believing the father has hidden valuable riches, prompting them to treat him kindly out of fear of losing their newfound ""inheritance."" When the man dies, the sons discover the ""treasures"" are merely stones, revealing their insatiable greed and the futility of their actions."
EN_019_The_Pigeon_and_the_Crow	datasets/IndianTales/texts/EN_019_The_Pigeon_and_the_Crow.txt	The story follows a pigeon and a greedy crow in a kitchen, where the crow deceives the pigeon into sharing food while secretly stealing scraps. When the cook catches the crow stealing fish, he punishes him by plucking his feathers and leaving him to die. The pigeon mocks the crow's fate, highlighting the consequences of greed and deceit.
EN_020_The_Demon_with_the_Matted_Hair	datasets/IndianTales/texts/EN_020_The_Demon_with_the_Matted_Hair.txt	The Bodhisatta, a royal prince prophesied to rule with wisdom and mastery of the five weapons, journeys to Takkasila to learn combat. After acquiring the weapons, he confronts the Demon with Matted Hair in a forest, outwitting him by using his skills and wisdom to subdue the creature, who is ultimately frightened by the prince's moral strength. The Bodhisatta returns to rule justly, embodying virtue and guiding others toward righteousness before passing away peacefully.
jp_001	datasets/Japanese/texts/jp_001.txt	In this traditional Japanese folktale, an elderly couple discovers a magical peach that births their son, Momotaro, who grows up to defeat ogres on a distant island. Accompanied by a dog, monkey, and crow, he sails to the island, defeats the ogres with their help, and returns home with treasures, bringing joy to his parents. The story highlights themes of bravery, teamwork, and the triumph of good over evil.
jp_002	datasets/Japanese/texts/jp_002.txt	The story follows Urashima Tarō, a fisherman who saves a turtle from children, later taken to the Dragon Palace by the turtle. After three years there, he returns to find his village and family gone, realizing the palace's time is vastly different from human time. Upon opening a magical box, he ages 300 years, lamenting his lost family and the passage of time.
jp_003	datasets/Japanese/texts/jp_003.txt	In a remote village, an elderly woodcutter, Moshō, and his young apprentice, Shinokoji, survive a deadly blizzard by taking shelter in a cabin, where Moshō dies of hypothermia. During the storm, Shinokoji encounters a mysterious white-clad woman who warns him not to reveal her existence, hinting at her supernatural nature. Years later, Shinokoji marries Oyuki, a beautiful girl who reveals she is the same snow spirit who saved him, and she leaves in a spectral form after a tense confrontation, leaving their family intact. The story blends folklore, supernatural encounters, and the enduring bond between the characters.
jp_004	datasets/Japanese/texts/jp_004.txt	An elderly couple, known for their kindness, save a trapped crane, which later returns as a young woman during a snowstorm. After helping the couple and weaving a valuable fabric, the woman reveals she is the crane, expressing gratitude for their kindness and departing as a bird, leaving them to live happily with the proceeds from her work. The story highlights themes of compassion, transformation, and mutual gratitude.
jp_005	datasets/Japanese/texts/jp_005.txt	A bamboo cutter discovers a princess sleeping inside a bamboo stalk and raises her with his wife. As she grows, her beauty becomes legendary, attracting many suitors who fail to win her hand by obtaining impossible gifts. The princess reveals she is from the moon and must return to her celestial home, leaving her adoptive family heartbroken. Despite the emperor's efforts to keep her, she departs with her lunar people, taking an immortality elixir. The bamboo cutter and his wife mourn her loss, while the mountain where the elixir is made becomes known as the ""Mountain of Immortality,"" symbolizing the enduring tale of her celestial origin and the bittersweet nature of fate.
jp_006	datasets/Japanese/texts/jp_006.txt	An old man and woman trap a mischievous raccoon (tanuki) for damaging their crops, but the tanuki tricks the woman into freeing him by pretending to help, then kills her. The old man returns to find the tanuki impersonating his wife, but the rabbit (usagi) outsmarts the tanuki by burning him with firewood and later drowning him in the sea, avenging the old woman's death. The story highlights themes of trickery, justice, and the consequences of deceit.
jp_007	datasets/Japanese/texts/jp_007.txt	The kind old couple discovers treasure through their loyal dog White, becoming wealthy and using magical ash from White's remains to grow a tree and later create blossoms. Their neighbor, driven by greed, attempts to mimic their success but fails disastrously, leading to his punishment. The story contrasts kindness and greed, showing how generosity brings prosperity while envy results in ruin.
jp_008	datasets/Japanese/texts/jp_008.txt	An old man and woman, childless and caring for a sparrow chick, face consequences when the bird eats their dashi and is punished by having its tongue cut off. The old man later finds the sparrow, who gifts him a light burlap bag filled with treasures. The greedy woman, seeking more, takes the heavier bag and is trapped by magical creatures, leading to her injury and a lesson about greed. The story highlights the contrast between kindness and selfishness, with the sparrow's kindness ultimately rewarding the old man.
jp_009	datasets/Japanese/texts/jp_009.txt	A monkey tricks a crab into swapping a rice ball for a persimmon seed, keeping the rice ball for himself. The crab, eager to see the seed grow, impatiently nurtures it into a tree, but cannot reach the fruit. The monkey greedily eats all the persimmons, kills the crab by throwing a hard one, and escapes. The crab's child teams up with animals to avenge him, tricking the monkey into his downfall.
jp_010	datasets/Japanese/texts/jp_010.txt	A destitute young man, after praying to Kannon at Hasedera Temple, receives a dream instructing him to take whatever he touches first—a straw. Using it, he trades for oranges, then cloth, and eventually a horse, which leads to his wealth and a prosperous life with family. His initial poverty transforms into success through divine guidance and resourceful exchanges.
jp_011	datasets/Japanese/texts/jp_011.txt	Kin Tarō, a remarkably strong child from Sagami Province, gains fame for his feats of strength, including defeating a bear and gathering animals as retainers through wrestling matches. His bravery and power impress a renowned samurai, Ushinoyama Sadamitsu, who recognizes his potential and advises him to adopt the name Sakata Kinjirō. Kin Tarō eventually becomes a celebrated samurai, joining Minamoto no Raikō's retinue as one of the Four Heavenly Kings, cementing his legacy as a legendary warrior.
jp_012	datasets/Japanese/texts/jp_012.txt	In this story, a young daughter eagerly awaits her father's return from Kyoto, where he gifts her toys and a mirror to her mother. After the mother's death, the daughter uses the mirror to see her mother's spirit, revealing her deep longing. The father later explains the mirror's true purpose, highlighting the daughter's pure heart, while the new mother, initially suspicious, is moved by her kindness. The tale explores themes of love, memory, and the enduring bond between family.
jp_013	datasets/Japanese/texts/jp_013.txt	An elderly couple, poor but kind, make five umbrellas to buy New Year mochi. When snow forces the old man to give his last umbrella to a statue of six Bodhisattvas, he returns to find a mountain of mochi at his home as a reward for his generosity.
jp_014	datasets/Japanese/texts/jp_014.txt	The story follows a couple who pray for a child and are granted a tiny son, Ichibanshou, who remains small despite growing. After facing mockery, he journeys to Kyoto, becomes a servant in a noble household, and forms a bond with the princess. When the princess is wrongly sent away, Ichibanshou saves her from demons using a magical hammer, which grants him immense size. His noble lineage is later recognized by the emperor, leading to his rise in status and marriage to the princess.
jp_015	datasets/Japanese/texts/jp_015.txt	An old woodcutter drops rice balls into a hole, discovering a magical song that leads him to a colony of mice. The mice welcome him, offer delicious rice cakes, and gift him a magical stick that grants wishes. Using it, he fulfills his wife's desire for a baby, and they live happily ever after. The story blends wonder, kindness, and the joy of shared blessings.
jp_016	datasets/Japanese/texts/jp_016.txt	An old man with a large tumor on his cheek seeks shelter in a tree hollow during a storm, where he encounters mischievous oni (demons) who invite him to their eerie gathering. After joining their chaotic dance, the oni steal his tumor, claiming it as a lucky charm, and leave him with a newfound sense of relief. Later, a neighbor attempts to replicate the event but is tricked into losing both his tumors, highlighting the tale's themes of fate and the supernatural.
jp_017	datasets/Japanese/texts/jp_017.txt	A poor antique dealer saves a trapped raccoon, who later transforms into a golden teapot to repay him. The teapot, revealed to be the raccoon, complains about being washed and boiled, escaping as a raccoon. The dealer and raccoon team up to perform a puppet show, becoming wealthy through its success.
jp_018	datasets/Japanese/texts/jp_018.txt	A young monk insists on going chestnut-picking in the mountains despite his abbot's warning about a demon woman. After being captured by the demon, he tricks her into letting him escape using three scrolls, creating a river and forest fire to evade her. The abbot ultimately defeats the demon by tricking her into shrinking and swallowing her, leading to her transformation into flies that spread across Japan. The story highlights the monk's cleverness and the abbot's wisdom in overcoming supernatural threats.
jp_019	datasets/Japanese/texts/jp_019.txt	An elderly couple, known for their kindness, help a weak mouse gain strength by giving him rice cakes, enabling him to defeat a wealthy mouse. When the wealthy mouse requests a share, the couple generously provides more, leading the mouse to gift them a coin, transforming the couple into wealthy individuals. The story highlights that compassion and generosity ultimately bring happiness and prosperity.
jp_020	datasets/Japanese/texts/jp_020.txt	A poor man helps a wise old man, who gifts him a magical stone that produces desired items when turned right but must be stopped by turning left. The man uses it to share wealth, but his greedy brother steals the stone, misuses it to create salt, and drowns when his boat sinks under its weight. The stone continues producing salt, explaining why the sea is salty.
FA_001_en	datasets/PersianTales/texts/FA_001_en.txt	War erupts between Persia and Turan, with Sohrab leading Turanian forces to provoke Rostam into single combat, unaware he is Rostam’s son. After a fierce duel, Rostam fatally wounds Sohrab, only to learn of their kinship through a token from Tahmineh. Heartbroken, Rostam pleads for mercy, but fate seals their tragic end, as father and son reconcile at death, their pride and secrecy fueling the tragedy.
